,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.sd,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,one_nn.mean,one_nn.sd,p_trace,random_node.mean,random_node.sd,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,w_lambda,worst_node.mean,worst_node.sd
1497_wall-robot-navigation,0.0926016579852037,0.1452901031171261,0.599706781022438,0.1595282798265239,0.0156838581453548,0.4692356361440127,0.1789245271968818,0.0,0.0,0.0,0.0504402724226683,0.0412022454480759,0.9649948735830384,0.1729320282441651,0.3290045111390962,8.699049195848324e-24,1.6472860024979302e-24,7.143021630749934e-37,2.3521256011283525e-37,0.6763494120642144,0.1454424557312648,0.0001683238437509,0.0,0.2079538010915625,2.57723138580441e-18,3.264133419362448e-19,2.3647012270522087e-17,8.205662263051381e-18,1.0839454821577665e-18,0.0027393774050317,1.7654993138015735e-18,3.6207976153287353e-19,0.6509745510572796,0.1556939311372285,0.0004902699822014,0.0005692668563508,0.0052027543993879,0.2679709500518749,0.1545147111166476,0.0552665136444784,0.1471007082531928,4.0258246297645926e-13,2.5681378499904593e-13,0.0,0.4666666666666667,0.0,0.562637413605632,0.1351910190421272,1.5709886674968845e-18,3.0207813464023074e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2664403119781546,0.2575484632126941,0.429866674362751,0.2048767019170454,0.0052027543993879,0.0024443620752306,0.0111599953429364,0.0071005917159763,0.0081927082924459,0.0020019157088122,0.0034130578992449,0.0227272727272727,0.0,0.0,0.0,0.0217391304347826,0.0,0.0182580298864609,0.0,0.0227272727272727,0.025830258302583,0.000721661786135,0.0,0.7580501296969535,0.2320332472586322,0.0,0.2172115318018048,0.0982056909888033,0.0,0.0,0.0,0.0,0.0,0.0,0.0860734128807595,0.0201318763487253,0.0009227283798127,0.0003206541560855,1.6517721421335642e-11,2.7262323727899025e-19,0.2509198856399032,0.1362983590805749,0.1181514328467407,0.6262337596819271,0.1680478622063737,0.5690161625665027,0.0,0.0,0.0814393939393939,0.1789825375193075,0.0,0.3349715314894141,0.2868287244081455
1504_steel-plates-fault,0.0901566427713897,0.536404792558856,0.3910534495533387,0.7412892257355586,0.0607437975246161,0.3869966451877945,0.0094467985454194,0.0,0.0,0.0,0.0748362376943484,0.1318600109637648,0.9096096681953124,0.2167593264045952,0.5571403666936744,1.9471605791311266e-13,1.0669226772887264e-12,8.794402480974255e-26,1.4616648933679815e-25,0.5688198858238909,0.0117135670390279,0.0004615127271981,0.0,0.3325071362160609,0.0,0.0,5.388709445678227e-12,0.0,0.0,0.0006763162295839,1.3151502412739017e-13,1.5491359894006768e-13,0.4410737688545297,0.7346708533745935,0.0104813886030233,0.0383207818659884,0.0007651109410864,0.1219589658896017,0.1148763281535337,0.2854956825882609,0.2342983176411517,4.78817214514046e-15,1.1772831090625336e-15,0.0,1.0,0.0,0.458532687862498,0.6160053410143952,1.376586319827003e-13,1.6450837289372386e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1108353753934353,0.1128851646759583,0.1917522033531107,0.9027652367261124,0.0007651109410864,0.000295982740108,0.0052377738634404,0.0,0.0,0.0,0.0,0.0320247933884297,0.0588235294117647,0.0,0.0,0.1041666666666666,0.0,0.0038556566703679,0.0,0.0320247933884297,0.0387453874538745,0.001340497864444,0.0,0.3936406738987681,0.2716435459897576,0.0,0.360513822362227,0.0084514463290516,0.0,0.0,0.0,0.0,0.0,0.0,0.1136578279846665,0.1449049377662421,0.2682368415415725,0.4383148668417321,1.6603065462118658e-11,1.0137000288574033e-13,0.1123285742776363,0.0844636973717918,0.2400872633795866,0.7648856986414954,0.5613904490353332,1.0,0.0,0.0,0.0586651640370648,0.1439512504924356,0.0,0.4048583043593208,0.0102592224187897
1507_twonorm,0.0044379572141267,0.00101222823709,0.6859500859321191,4.018907673393025e-07,0.0096195112832079,0.4108363290707203,0.0619903456589714,0.0,0.0,0.0,0.0405900749208982,0.001646813068875,0.999999377751057,0.1671333886465352,0.0295329933670497,6.447821540048474e-24,1.0170438880540442e-25,5.280601363775607e-37,1.1872028741542492e-37,0.4793808095442566,0.1270356217128782,0.0001599265345117,0.0,0.0008794862839819,0.0,0.0,4.312483120935227e-17,0.0,0.0,0.0044859862908451,1.8379509721481893e-18,7.633995777781996e-21,0.7437542749974039,0.003797554862933,0.0002174240672132,5.540108407793895e-06,0.0711553175210405,0.3858160133982936,0.1302819709169488,0.0039779215523724,0.0178994012591077,2.1591151296486223e-11,1.6086363178452996e-11,0.0,0.0329764453961455,0.0,0.9616756631199088,0.0367421247257168,2.043991998674365e-18,6.925552882838216e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2843248024970443,0.0224137313251233,0.965892155485425,0.0245187427369031,0.0711553175210405,0.0392039612508503,0.1119339705886,0.1108185931715343,0.1011052439918093,0.0375938697318007,0.0145896783296311,0.018595041322314,0.0,0.0,0.0,0.0,0.0,0.0262233822426728,0.0693877551020408,0.018595041322314,0.03690036900369,0.000765508882423,0.0,0.9309548672372852,0.0220602171785269,0.0,0.4020285705119453,0.0499955887033421,0.0,0.0,0.0,0.0,0.0,0.0,0.0664171823749956,0.0004802560879904,2.585580223058978e-05,1.026326025406616e-06,1.6517719506074863e-11,3.2369852262821247e-21,0.3672747075239784,0.1232953404076381,0.1119325663371205,0.5626678299046122,0.0320252636058231,0.0962125357918093,0.0,0.0,0.0981404958677686,0.0555881699738264,0.0,0.425712560001575,0.0952289608490402
1526_wall-robot-navigation,0.0783087138514839,0.0553850782489181,0.655582552311972,8.403661842674847e-05,0.0025775010250608,0.625101128654672,0.2597338843928725,0.0,0.0,0.0,0.0690660379185072,0.0488360234923341,0.9649948735830384,0.154727404286899,0.319908206152796,1.6522876269456835e-24,3.2965745755333657e-25,1.6606496561100409e-37,3.521580039968988e-38,0.628470456777545,0.2887121823303343,6.455306093332077e-05,0.0,0.2079538010915625,1.738457228809343e-18,2.1383694228928893e-19,6.32453082944511e-18,5.882745079268049e-18,7.585495391352521e-19,0.0166551164251804,6.880107945548454e-19,7.576277632101709e-20,0.6881657528781564,0.1050775826086678,0.0016106069093037,0.0021197649069768,0.0003060443764345,0.0533570475767007,0.0563509080808861,0.4998469778117826,0.3488002082255352,7.423522705644125e-16,6.724066869229841e-17,0.0,0.7000000000000002,0.0,0.3683627132047999,0.2809311528540718,6.978298423104433e-19,7.021553248852771e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493223986829417,0.6082362572403734,0.5895281872659999,0.1715768842114198,0.0003060443764345,0.0012522346696878,0.0007096694662223,0.0,0.0,0.0008429118773946,0.0017527847274349,0.0020661157024793,0.0,0.0,0.0,0.0,0.0,0.0182580298864609,0.0,0.0020661157024793,0.007380073800738,0.0003543721709262,0.0,0.9338744696078622,0.0777422164106375,0.0,0.2427554299753045,0.0025859067313895,0.0,0.0,0.0,0.0,0.0,0.0,0.0992688145922463,0.0325872015966527,0.0011019817510137,0.0006191731613381,1.6517720763477337e-11,1.544772402963833e-19,0.0458942460620057,0.0325990475590217,0.4985922641220147,0.4964518107672614,0.8746829854386666,0.4040610178208842,0.0,0.0,0.4989669421487603,0.6958061968261093,0.0,0.280706702421138,0.3273822809875877
1535_volcanoes-b5,0.0021836010609951,0.0008407724380832,0.7132341506488693,3.4865171245169506e-05,0.0010300350537248,0.9382292077184988,0.025980617307669,0.0,0.0,0.0,0.0193813706541038,0.0300995653836612,0.0,0.0114998876385081,0.0360527706317842,4.7219328962187844e-21,1.9577419010761053e-21,2.4340171430633192e-32,6.357546465495061e-33,0.9343902398749088,0.0398987766249825,0.0001752480848339,0.0,1.0,3.898489397845727e-16,1.0180745701078791e-16,5.352342181455893e-16,8.217338397523053e-16,2.1479703694015183e-16,0.0407199589477074,4.091890045402641e-16,1.0683811599058124e-16,0.6430555128547243,0.0259944065990958,0.0004738744464673,0.0007194497291034,0.0676358071920428,0.522802927427205,0.241407938440067,0.0041998387063421,0.0153149256469453,1.0665445235555986e-09,1.3527987384665028e-09,0.0,0.1450450450450451,0.0,0.9394085873975572,0.0300936689090009,4.557220796061171e-16,1.1898882250185994e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0631345383815281,0.151104061739577,0.9452803532642112,0.0171991858905232,0.0676358071920428,0.2485134836075651,0.0787497520917276,0.0732517482517482,0.0519316647583498,0.2472541507024266,0.0298831376656689,0.0010330578512396,0.0,0.0,0.0,0.0,0.0,0.036831559840529,0.0,0.0010330578512396,0.0018450184501845,0.0041383026896812,0.0,0.903851445189825,0.010208122148002,0.0,1.0000000000000002,0.0232431962760402,0.0,0.0,0.0,0.0,0.0,0.0,0.0733571884062465,0.018175032256393,0.0012135012818684,0.0010484326150219,1.6518097614040918e-11,9.861747585587008e-17,0.5080493509436543,0.2274356012297328,0.0491577703476218,0.3682567882139576,0.02379870194299,0.2027177247773368,0.0,0.0,0.6659779614325068,0.4971854297535809,0.0,1.0,4.5284679956516936e-06
1538_volcanoes-d1,0.0023199134176898,0.0007369686832936,0.6999259205645341,3.724988562718126e-05,0.0011816657562914,0.9014317582522404,0.0019807980334054,0.0,0.0,0.0,0.0108124785057359,0.0168438321700209,0.0950781844207439,0.0068447299094325,0.0223887576696078,1.4668829682915246e-20,6.0910013872754165e-21,2.447044033787532e-32,6.392194115151169e-33,0.8880440804081831,0.0282411505398113,0.0003357992736321,0.0,0.9637507092025732,3.8021026195389484e-16,9.928091614502498e-17,2.5333871377189723e-16,7.816966130041203e-16,2.0414252578257848e-16,0.0356760136606388,4.129338327890408e-16,1.077859713411561e-16,0.6447683886412328,0.02068508419715,0.0001880801573016,0.0001837491795543,0.0999234889058913,0.5848258258971758,0.3006518775464539,0.0027483252247148,0.0099227592020443,1.3185035759109465e-08,1.6802342241102225e-08,0.0,0.1090076335877862,0.0,0.8883733826771267,0.051168573453385,4.594200375787058e-16,1.1992483328046223e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0487191157302868,0.1203835676338551,0.8965923153985138,0.0387995652827856,0.0999234889058913,0.366884722463815,0.1328596769419294,0.0974358974358974,0.0606639105013238,0.3658237547892721,0.033532746294733,0.0010330578512396,0.0,0.0,0.0,0.0,0.0,0.0317671691449128,0.0,0.0010330578512396,0.0018450184501845,0.0053186594269736,0.0,0.8581264161603817,0.024700648310243,0.0,0.9573111933047568,0.0017720932850986,0.0,0.0,0.0,0.0,0.0,0.0,0.0716268771036539,0.0130264642626099,0.0011939472361286,0.0010350171903111,1.6518090249778182e-11,9.668407025847364e-17,0.5715250399243259,0.2865231680641574,0.0392973539341479,0.3414497936387708,0.0165300994077665,0.1597647724296401,0.0,0.0,0.6659779614325068,0.2548661718031103,0.0,0.967679878216814,0.0021100069806616
1539_volcanoes-d2,0.0023146402869824,0.0007797571321478,0.699927012873529,3.767847257758876e-05,0.0011256847544307,0.9032362139799054,0.0018198387575078,0.0,0.0,0.0,0.0118416324270348,0.0185619700793311,0.0895931944125091,0.0088318381192084,0.016849653222957,1.3462208252190944e-20,5.588633084965889e-21,2.4516014284459068e-32,6.403683046663757e-33,0.8938347127043063,0.0600602011384671,0.0003131894382879,0.0,0.965964627125562,3.8115296332518637e-16,9.952537937672423e-17,2.472168511145081e-16,7.859446889458495e-16,2.052585398224212e-16,0.0373858947895075,4.131389353537863e-16,1.0784094197547344e-16,0.6437453153887516,0.0218255364683875,0.0001880986192811,0.0001841400383786,0.0993114001530221,0.5587818856511753,0.2451590229899641,0.0027670924726481,0.0101220330646625,1.664173888502849e-09,2.450398493895326e-09,0.0,0.1096774193548387,0.0,0.8929064731803935,0.0475834154380021,4.589606529067584e-16,1.198050673504491e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509981905196315,0.126969450687029,0.900965639622704,0.0344236806429208,0.0993114001530221,0.3646407179357344,0.1260009245167675,0.1048951048951049,0.0717475592371204,0.3635759897828863,0.0397641406308333,0.0010330578512396,0.0,0.0,0.0,0.0,0.0,0.0334839812011128,0.0,0.0010330578512396,0.0018450184501845,0.0050742232502945,0.0,0.8650846560213525,0.018199975341165,0.0,0.959404546590534,0.0016280933178217,0.0,0.0,0.0,0.0,0.0,0.0,0.0715772774539795,0.0129651162249995,0.0012002529455836,0.0010404499097969,1.6518090987217938e-11,9.687933766226663e-17,0.5447789074159235,0.2315007314011175,0.0463221043092931,0.3400054977772725,0.0167982379330349,0.1584362424360262,0.0,0.0,0.6659779614325068,0.2830289094637646,0.0,0.9696540564694432,0.0019343182951406
1540_volcanoes-d3,0.0024612863048552,0.0004633692682036,0.7132381604367947,2.8066363730352053e-05,0.0011114522899894,0.9021289779012884,0.0022240589633987,0.0,0.0,0.0,0.0116454952163221,0.0180857414970972,0.0929639057598191,0.011328572775506,0.0221827151524879,1.8640333420399942e-20,7.738794897333008e-21,2.458709865035512e-32,6.424207535377884e-33,0.8935243656877132,0.0610616241093111,0.0003034269817213,0.0,0.9646059060600324,3.8017048419016677e-16,9.926878483295453e-17,2.1500523964370891e-16,7.842161724349644e-16,2.048176518794843e-16,0.0378470321822573,4.1458332518775453e-16,1.0822087914356108e-16,0.6578478011537164,0.0222105606595719,0.0001919150009524,0.0001924404772404,0.102371843917368,0.6059961075596441,0.330277341010527,0.0026754937588155,0.0087451674661535,2.0322904032710405e-07,4.859403813044856e-07,0.0,0.1147540983606558,0.0,0.8914166257551099,0.0491485790416675,4.603360892545171e-16,1.2016686308717716e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528196944396533,0.1291419829101004,0.8995736044651301,0.0366760018591296,0.102371843917368,0.3758607405761373,0.1283021621343364,0.0809917355371901,0.0624537476099983,0.3748148148148149,0.0273044631939599,0.0010330578512396,0.0,0.0,0.0,0.0,0.0,0.033946987793835,0.0,0.0010330578512396,0.0018450184501845,0.0049763078084001,0.0,0.8638931126246676,0.0091397961297078,0.0,0.9581200394409446,0.0019897232773027,0.0,0.0,0.0,0.0,0.0,0.0,0.0717212240744635,0.0132000995150035,0.0012041509627227,0.0010435903801225,1.651809022432676e-11,9.668319082097492e-17,0.5932557005696732,0.3162096022573784,0.0245209970224434,0.324659088948434,0.0158636966927362,0.1599331785615675,0.0,0.0,0.6659779614325068,0.2522746800481178,0.0,0.9684426765760944,0.002375528758085
1541_volcanoes-d4,0.0023148869756696,0.0008374103739051,0.6999267041061271,4.448511824219702e-05,0.0011956844966859,0.8996912694527283,0.0014781427267774,0.0,0.0,0.0,0.0111121898157688,0.0173897245888996,0.1003338365975198,0.0103138445252838,0.0246937876313403,1.8669757040683727e-20,7.751464104603992e-21,2.4486391383474903e-32,6.397936410384362e-33,0.8884885183530054,0.0545108289101262,0.0003275921787976,0.0,0.961615031647154,3.7932375911387534e-16,9.904903241048276e-17,2.1321908639297247e-16,7.814331245521907e-16,2.0406339823687622e-16,0.0352720083342474,4.1283006924328876e-16,1.0776077062283874e-16,0.6453994745000939,0.0215727511752107,0.0001893280844358,0.0001863850540444,0.0993114001530221,0.6109750775050048,0.2994182634313641,0.0027670924726481,0.0091412370816427,4.2720944002743114e-08,1.2046962860475396e-07,0.0,0.0795698924731183,0.0,0.8872952270204588,0.0446830765332215,4.585008869527774e-16,1.1968586154401663e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0504020251145264,0.1255112846702052,0.8950371056613726,0.0345400367015241,0.0993114001530221,0.3646407179357344,0.1335590899970738,0.0837807353936386,0.0614385061510732,0.3635759897828863,0.0234288163393637,0.0010330578512396,0.0,0.0,0.0,0.0,0.0,0.0313615262008465,0.0,0.0010330578512396,0.0018450184501845,0.0051360309253776,0.0,0.8564934759176781,0.0236961998235257,0.0,0.9552920482010796,0.0013223997380673,0.0,0.0,0.0,0.0,0.0,0.0,0.0716775612396133,0.0130530031659834,0.001192067032216,0.0010337392046054,1.6518089472729975e-11,9.648124924228691e-17,0.5983857984209187,0.2851951532056718,0.0284646564924469,0.3384536287207256,0.0152071902671714,0.172477546264515,0.0,0.0,0.6659779614325068,0.1911571746598258,0.0,0.9657756834592142,0.0015613536048363
1566_hill-valley,1.0000000000000002,0.1232148905487826,0.5108862977190383,5.050592457633605e-16,0.2949574030676861,0.1276806761223554,0.0273038717145481,0.0,0.0,0.0,0.0058277055569681,0.0004209546242688,0.9999072125142048,1.0,0.0073950193500761,1.2266053229666536e-14,2.558977221154137e-17,1.6788737642291776e-28,5.038681022131067e-28,0.4274200210916163,0.2445014884247035,0.0030927221352157,0.0,0.0107396014875675,3.8881083468911445e-16,3.058438620278309e-19,1.316412148857669e-13,5.588971542329704e-17,1.214811838576646e-19,0.0001046097390585,4.957717999297532e-15,2.3219313854304802e-17,0.5867408471315708,0.0005188035988192,0.0014536277619585,6.373764439923364e-05,0.0359602142310635,0.9129683516161896,0.492702151836322,0.0081353568419319,0.0076095457092668,0.0006522759580427,0.0015680182934159,0.0,0.1594936708860759,0.0,0.4349477530584531,0.1850488316298898,7.305123477677725e-16,2.5732288820875804e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195559439671276,0.0034336635214944,0.2226916254018054,0.059410374590816,0.0359602142310635,0.003961870137345,0.3466773215697539,0.0173304955913651,0.0164347569698553,0.0028872153961333,0.0039267772355325,0.1012396694214876,0.0,0.0,0.0,1.0,0.0,0.0008686495367885,0.0,0.1012396694214876,0.1845018450184501,0.0103091530245931,0.0,0.532043341244236,0.124340327163775,0.0,0.0647520550504345,0.0307643377002172,0.0,0.0,0.0,0.0,0.0,0.0,0.1082910581867468,0.0008098316659798,0.0,1.3721297976006585e-07,1.651890131556965e-11,2.0090774229284322e-18,0.9099374456103106,0.4776514768589792,0.003500091091893,0.3881747685995549,0.0231314279179048,0.3529803751824955,0.0,0.0,0.0179752066115702,0.0,0.0,0.10356755623834,0.0630258110827647
182_satimage,0.1175667103541486,0.2145268933391138,0.6559746825236148,0.0383876670894892,0.0199741008307039,0.5790419444144138,0.0020609911168755,0.0,0.0,0.0,0.0402749870483752,0.0125043074698325,0.7269051107996336,0.4980877253080852,0.8759323973197188,1.6098613067311308e-23,2.5149928379562923e-24,4.423493244887724e-37,4.734358511852334e-37,0.5843804944070923,0.1424616099800867,0.000114111480524,0.0,0.5681599935960948,0.0,0.0,3.9311084753279764e-17,0.0,0.0,0.0021428914265043,1.7717592734720377e-18,6.17427973060198e-20,0.6719765399638474,0.0502232783755252,0.0002072726863022,0.0001033467640673,0.016832440703902,0.3193800419233946,0.159772076982472,0.0175565635588588,0.0763867885052051,3.361387680834265e-12,3.015126555226543e-12,0.0,0.0999999999999999,0.0,0.974450926652217,0.0248235919971304,1.9115661641006897e-18,7.203015943748763e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2852945395880982,0.1357786303131647,0.8962415523330525,0.0558421516175033,0.016832440703902,0.0051792425938288,0.0304885272130646,0.0249125874125874,0.0202835236503609,0.0039846743295019,0.005774161545978,0.0351239669421487,0.0,0.0,0.0,0.4857142857142857,0.0,0.0222489008715177,0.0,0.0351239669421487,0.0166051660516605,0.0007280252659099,0.0,0.9880157435152012,0.0042858339589683,0.0,0.5833060205805469,0.0018438369067764,0.0,0.0,0.0,0.0,0.0,0.0,0.0667931010677432,0.0104884700646041,0.0271298451024297,0.0076408315765401,1.6517719524981824e-11,2.4096917948258192e-20,0.300436120368401,0.1472309851135052,0.1019162736844425,0.5340755669961184,0.0994101621092311,0.3231466341797406,0.0,0.0,0.0536042240587695,0.1987566626497587,0.0,0.6149668969061879,0.0021975385462963
23_cmc,0.0368097327226942,0.1766086172781629,0.183723190159748,0.5579705002223655,0.0218019376809381,0.3566530736364327,0.0345073928596945,0.0,0.0,0.0,0.0472752668954234,0.0316276815358627,0.9797628630322336,0.177715706466166,0.4113599693618266,1.6801092216510085e-23,1.3556231175047502e-23,3.786068412712732e-36,3.051512856803245e-36,0.2958586751836592,0.094105483989564,0.0012520359961697,0.0,0.1583234530227631,6.943389672368281e-18,4.508398494085457e-18,1.9141477495713996e-17,2.396727261954831e-17,1.5820489195739277e-17,0.0019599327854281,3.1650956585722298e-18,1.5083040047676296e-18,0.2429671967613079,0.5453802809825016,0.0003279332065914,0.0003779584382693,0.0809487375669472,0.5117453331424135,0.2026945683439089,0.0034615866758307,0.0069470767114299,8.281275122698122e-10,2.082057711386495e-09,0.0,0.192467043314501,0.0,0.4364138239416637,0.157879853271827,3.36546422931194e-18,1.5962901270975426e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464083514941861,0.0654760060576641,0.4127447620982649,0.1498846271538201,0.0809487375669472,0.0991001821128674,0.6408322581697065,0.0847552447552447,0.0754240597134025,0.0975904640272456,0.1353476966604031,0.0072314049586776,0.0220588235294117,0.0,0.0,0.0555555555555555,0.0,0.0019380718438725,0.0,0.0072314049586776,0.0092250922509225,0.0019589996879484,0.0,0.4777924577738431,0.2037666348392308,0.0,0.1958268593642627,0.0086075786164968,0.0,0.0,0.0,0.0,0.0,0.0,0.0645051111351318,0.0288998237408934,0.5764528518025481,0.3605332613026875,1.6517725490524288e-11,3.31122260765598e-18,0.4965748772778751,0.1900443769104705,0.0427907000479473,0.3340131999114908,0.0175918472648131,0.1923804486822073,0.0,0.0,0.220615243342516,0.2319629712462204,0.0,0.3007929673478855,0.0783113884562596
28_optdigits,0.0221458298445868,0.1371222700707598,0.3086856465033329,0.7664007130420254,0.0394003010938499,0.8200572637471425,0.0031440505056964,0.0,0.0,0.0,0.0400049773818805,0.0429320214755501,0.3106152558673375,0.1211420625267585,0.3593456173184386,7.740022302900507e-23,2.8432920675816865e-23,8.590666880982246e-36,4.986489024180164e-36,0.8515238548869233,0.0718114931218267,0.0003688337152875,0.0,0.8638996587355167,0.0,0.0,2.562094077597244e-16,0.0,0.0,0.0010659607516959,7.67585345146891e-18,1.913246632575332e-18,0.2704648156210728,0.7497912713921264,0.0191341509126153,0.0593914448561535,0.0134659525631216,0.2689195197865718,0.0992143772588383,0.0219229788319306,0.0866609810715617,4.4523155883415384e-13,1.6278458683247308e-13,0.0,0.3733333333333334,0.0,0.9698454896434314,0.037072043162756,6.976257938141014e-18,2.0825010243594475e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0687565112942253,0.0988999827296022,0.4796653763029104,0.1540206730445024,0.0134659525631216,0.0024059063524711,0.0279467610267035,0.0297520661157024,0.0221662664936617,0.0024819071945508,0.0035298297405685,0.0619834710743801,0.0220588235294117,0.0,0.0,0.0301427815970386,0.0,0.0189300040564294,0.0,0.0619834710743801,0.0535055350553505,0.0018652943717209,0.0,0.9960262669205844,0.005682524050537,0.0,0.8629084529997109,0.0028127808566009,0.0,0.0,0.0,0.0,0.0,0.0,0.1371956623843884,0.2095956461120717,0.1919159590714659,0.2079212840572908,1.6517724913859347e-11,1.5711628755148721e-18,0.2488172050339822,0.0934942896302959,0.1795729460366995,0.6569585062693807,0.1276978503781075,0.2900015022376004,0.0,0.0,0.030258597707278,0.1193493199220372,0.0,0.8786515053353547,0.0033797088766607
294_satellite_image,0.1178919525955565,0.2152486475482826,0.6558694763979437,0.0381937134703434,0.0199585469292046,0.5788199300316325,0.0026810185714209,0.0,0.0,0.0,0.0403145799846262,0.0125096078892925,0.7271820009998906,0.4980982221915602,0.8760552645814793,5.234848643525976e-21,9.375275233360342e-22,1.4866163142380787e-34,1.618731475402625e-34,0.7027799612673293,0.0098039940796775,0.0001140709093989,0.0,0.5678870953493605,1.198034898621044e-16,4.822934014923998e-18,7.297443201984194e-16,4.207234510074169e-16,1.789124984570231e-17,0.0021445917856221,3.1786187161727727e-17,1.8010136986467402e-18,0.6718959605174245,0.0497895339283985,0.000207287159965,0.0001033546704796,0.0169854628921193,0.3203311599649008,0.1594731397816657,0.0173984873824403,0.0760715306231399,3.3819755838045847e-12,3.0284508941414717e-12,0.0,0.0867256637168142,0.0,0.9736499602795292,0.1021268378628234,3.422021512151551e-17,1.9793022266181997e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2854381210933084,0.1355537329960294,0.8930363224298186,0.2286061652186508,0.0169854628921193,0.0052259926881638,0.0307415167519909,0.0251748251748251,0.0203059167410559,0.0042145593869731,0.006201026628538,0.0351239669421487,0.0,0.0,0.0,0.4857142857142857,0.0,0.0222693878888948,0.0,0.0351239669421487,0.0166051660516605,0.0007274592874518,0.0,0.9834999561374212,0.0542112960365828,0.0,0.583048461178806,0.0023985358060315,0.0,0.0,0.0,0.0,0.0,0.0,0.0667852252639731,0.0104887798696142,0.0271300837564189,0.007640830653079,1.6517811565600264e-11,3.700341523814838e-18,0.3014000305017538,0.1469677348392973,0.1019229010289177,0.5339001571874031,0.0985426389066218,0.3226768070561009,0.0,0.0,0.0536042240587695,0.1994684225483861,0.0,0.6147240004141663,0.0028743048144627
