V1,V2,V3
972.0,857.0,0.361817
559.0,858.0,0.379647
704.0,862.0,0.386996
881.0,866.0,0.368636
620.0,869.0,0.466758
1004.0,869.0,0.393965
266.0,884.0,0.3658
86.0,893.0,0.400712
583.0,892.0,0.404426
832.0,890.0,0.363228
644.0,898.0,0.353649
605.0,910.0,0.394306
825.0,916.0,0.363943
914.0,916.0,0.369073
163.0,925.0,0.359269
558.0,952.0,0.491916
461.0,952.0,0.39984
123.0,987.0,0.369534
328.0,991.0,0.372266
798.0,992.0,0.387267
56.0,999.0,0.424044
25.0,1000.0,0.405109
747.0,1004.0,0.36516
380.0,1006.0,0.358807
107.0,24.0,0.518921
749.0,557.0,0.455365
744.0,612.0,0.551915
838.0,999.0,0.534975
753.0,836.0,0.555338
646.0,776.0,0.544119
814.0,896.0,0.459918
420.0,16.0,0.369131
502.0,17.0,0.419537
878.0,18.0,0.358886
740.0,28.0,0.376584
758.0,30.0,0.35482
998.0,36.0,0.421126
352.0,41.0,0.410068
381.0,43.0,0.373433
488.0,44.0,0.48969
686.0,40.0,0.354979
580.0,48.0,0.397506
799.0,53.0,0.484355
494.0,56.0,0.410761
584.0,69.0,0.357896
410.0,71.0,0.393465
852.0,78.0,0.369143
684.0,90.0,0.470526
134.0,95.0,0.371773
504.0,104.0,0.457052
578.0,107.0,0.381518
727.0,111.0,0.404891
908.0,109.0,0.370236
704.0,116.0,0.479459
858.0,120.0,0.502055
654.0,129.0,0.410467
892.0,129.0,0.427901
86.0,136.0,0.405563
556.0,146.0,0.43431
624.0,140.0,0.375456
915.0,146.0,0.410993
402.0,144.0,0.383555
729.0,161.0,0.491715
93.0,150.0,0.39454
791.0,153.0,0.429134
332.0,152.0,0.388851
415.0,163.0,0.371349
449.0,166.0,0.383491
24.0,167.0,0.372291
840.0,167.0,0.369278
387.0,170.0,0.407397
274.0,172.0,0.381965
64.0,177.0,0.375669
964.0,177.0,0.356965
262.0,185.0,0.368648
793.0,184.0,0.360306
1003.0,186.0,0.423889
217.0,192.0,0.36162
485.0,196.0,0.428827
650.0,196.0,0.382511
789.0,200.0,0.384959
24.0,204.0,0.367936
56.0,207.0,0.415604
276.0,206.0,0.351337
843.0,208.0,0.426071
151.0,210.0,0.430353
231.0,211.0,0.37178
383.0,212.0,0.406902
872.0,212.0,0.396205
654.0,213.0,0.397495
176.0,219.0,0.446419
462.0,216.0,0.388262
798.0,217.0,0.374447
486.0,218.0,0.389364
927.0,222.0,0.449395
772.0,221.0,0.370528
998.0,220.0,0.360663
28.0,229.0,0.448134
124.0,226.0,0.387875
808.0,233.0,0.383773
670.0,236.0,0.413697
271.0,238.0,0.428208
73.0,238.0,0.379338
184.0,239.0,0.367128
410.0,246.0,0.390986
991.0,254.0,0.4386
134.0,251.0,0.40336
198.0,250.0,0.38549
888.0,252.0,0.488324
467.0,252.0,0.44364
510.0,251.0,0.409904
142.0,254.0,0.35247
52.0,260.0,0.37402
687.0,265.0,0.556408
538.0,266.0,0.370691
180.0,268.0,0.418438
857.0,268.0,0.387486
720.0,269.0,0.408085
458.0,273.0,0.374121
585.0,273.0,0.361778
617.0,275.0,0.395881
73.0,276.0,0.386129
285.0,276.0,0.392715
353.0,280.0,0.398757
753.0,280.0,0.448937
688.0,280.0,0.385623
780.0,281.0,0.370236
988.0,283.0,0.405679
504.0,285.0,0.442885
118.0,288.0,0.355159
699.0,294.0,0.400192
994.0,296.0,0.376955
457.0,298.0,0.42229
800.0,296.0,0.426071
124.0,296.0,0.35603
680.0,299.0,0.366116
33.0,301.0,0.419187
611.0,305.0,0.457854
432.0,313.0,0.444182
689.0,315.0,0.492156
938.0,312.0,0.352325
1004.0,313.0,0.374833
143.0,318.0,0.517928
52.0,325.0,0.43
626.0,321.0,0.549728
715.0,326.0,0.465954
554.0,327.0,0.386124
830.0,327.0,0.38552
401.0,329.0,0.366342
114.0,330.0,0.367043
323.0,332.0,0.367438
532.0,337.0,0.379633
159.0,338.0,0.36567
196.0,343.0,0.381393
89.0,344.0,0.363679
711.0,344.0,0.412553
738.0,353.0,0.443718
836.0,349.0,0.408381
893.0,348.0,0.394119
794.0,362.0,0.386907
967.0,360.0,0.487162
97.0,359.0,0.481351
205.0,357.0,0.364571
924.0,356.0,0.379328
422.0,358.0,0.357124
476.0,361.0,0.411097
505.0,363.0,0.380547
293.0,368.0,0.401862
751.0,377.0,0.419953
441.0,382.0,0.446269
185.0,382.0,0.389353
912.0,382.0,0.460884
348.0,385.0,0.448253
363.0,393.0,0.353801
364.0,403.0,0.401715
583.0,405.0,0.512233
198.0,402.0,0.361993
268.0,406.0,0.395809
533.0,404.0,0.428412
996.0,406.0,0.351645
346.0,419.0,0.390246
818.0,416.0,0.376487
167.0,423.0,0.435171
666.0,423.0,0.371942
308.0,423.0,0.392832
234.0,425.0,0.368412
628.0,440.0,0.534648
894.0,438.0,0.520127
359.0,443.0,0.412748
966.0,442.0,0.429722
193.0,443.0,0.394248
461.0,442.0,0.387582
242.0,446.0,0.355078
678.0,446.0,0.352315
716.0,449.0,0.364997
238.0,454.0,0.351177
415.0,462.0,0.454215
935.0,464.0,0.37586
241.0,478.0,0.458789
982.0,476.0,0.354397
610.0,479.0,0.50524
179.0,486.0,0.401939
864.0,485.0,0.366341
790.0,487.0,0.387355
927.0,498.0,0.482146
512.0,497.0,0.390488
277.0,500.0,0.375851
720.0,504.0,0.359394
896.0,521.0,0.436642
176.0,517.0,0.441902
285.0,518.0,0.388022
230.0,518.0,0.383867
112.0,520.0,0.356348
219.0,520.0,0.365541
345.0,522.0,0.376605
698.0,523.0,0.50818
44.0,524.0,0.395852
472.0,529.0,0.405156
952.0,533.0,0.387497
237.0,539.0,0.462899
302.0,539.0,0.428918
367.0,547.0,0.386184
730.0,546.0,0.432648
255.0,547.0,0.393934
427.0,550.0,0.439217
326.0,552.0,0.390035
276.0,555.0,0.369789
371.0,560.0,0.392706
852.0,560.0,0.355198
732.0,566.0,0.350045
840.0,579.0,0.36202
288.0,581.0,0.429
24.0,582.0,0.356946
273.0,583.0,0.389174
903.0,585.0,0.413742
55.0,584.0,0.372246
216.0,584.0,0.405146
405.0,584.0,0.377849
969.0,588.0,0.457027
568.0,592.0,0.351254
846.0,593.0,0.368256
329.0,599.0,0.540222
462.0,597.0,0.422077
363.0,599.0,0.378419
401.0,612.0,0.427967
486.0,622.0,0.503198
527.0,623.0,0.424685
672.0,622.0,0.359707
779.0,633.0,0.433914
759.0,633.0,0.448179
804.0,633.0,0.389792
608.0,639.0,0.38168
650.0,650.0,0.361397
108.0,653.0,0.363617
23.0,655.0,0.396586
204.0,654.0,0.368725
806.0,656.0,0.39171
488.0,656.0,0.351118
504.0,662.0,0.421788
880.0,661.0,0.362937
462.0,663.0,0.400707
962.0,663.0,0.369014
812.0,664.0,0.350504
742.0,678.0,0.356383
564.0,687.0,0.383282
889.0,687.0,0.365437
29.0,699.0,0.411018
980.0,701.0,0.380538
685.0,720.0,0.438011
489.0,722.0,0.440643
773.0,720.0,0.360527
190.0,728.0,0.372845
540.0,730.0,0.421251
54.0,730.0,0.369133
167.0,732.0,0.429632
685.0,739.0,0.495313
773.0,740.0,0.452964
933.0,738.0,0.422732
620.0,739.0,0.377284
454.0,742.0,0.352459
386.0,746.0,0.394191
988.0,750.0,0.393438
408.0,752.0,0.350018
995.0,764.0,0.43684
179.0,766.0,0.403593
782.0,767.0,0.359543
394.0,772.0,0.413543
713.0,772.0,0.367916
185.0,784.0,0.466526
72.0,786.0,0.421563
88.0,794.0,0.408593
846.0,804.0,0.359962
708.0,808.0,0.370618
62.0,815.0,0.36562
306.0,817.0,0.42202
618.0,819.0,0.508221
244.0,818.0,0.372979
992.0,828.0,0.436067
63.0,836.0,0.459112
180.0,834.0,0.35092
628.0,839.0,0.367454
830.0,848.0,0.464132
993.0,851.0,0.420698
355.0,850.0,0.364175
32.0,854.0,0.361732
325.0,855.0,0.385712
96.0,863.0,0.437653
546.0,862.0,0.367717
165.0,867.0,0.417798
506.0,869.0,0.388385
606.0,870.0,0.38375
116.0,882.0,0.360863
306.0,886.0,0.369865
118.0,888.0,0.350546
792.0,889.0,0.354418
170.0,897.0,0.422721
288.0,892.0,0.351072
974.0,895.0,0.469891
558.0,896.0,0.40403
736.0,901.0,0.358827
129.0,905.0,0.44208
229.0,904.0,0.364503
971.0,922.0,0.378455
704.0,925.0,0.384956
65.0,928.0,0.365339
265.0,928.0,0.369822
224.0,929.0,0.370887
888.0,930.0,0.37661
816.0,932.0,0.365119
108.0,935.0,0.356112
70.0,938.0,0.384949
845.0,936.0,0.384303
110.0,949.0,0.387889
60.0,952.0,0.354942
309.0,953.0,0.395651
862.0,952.0,0.350846
650.0,954.0,0.352148
612.0,958.0,0.351392
116.0,969.0,0.406117
737.0,970.0,0.355774
83.0,974.0,0.474385
247.0,975.0,0.431577
42.0,981.0,0.379208
930.0,985.0,0.431758
661.0,991.0,0.531758
152.0,996.0,0.453146
70.0,1006.0,0.352999
354.0,1007.0,0.376077
552.0,137.0,0.489679
118.0,630.0,0.539175
134.0,17.0,0.368001
458.0,26.0,0.357917
996.0,29.0,0.360931
284.0,38.0,0.376889
1000.0,52.0,0.497828
486.0,46.0,0.362152
238.0,52.0,0.369581
444.0,60.0,0.359068
944.0,65.0,0.360311
461.0,70.0,0.385667
652.0,71.0,0.370142
162.0,77.0,0.507352
996.0,77.0,0.37985
159.0,91.0,0.381786
390.0,92.0,0.371348
530.0,110.0,0.354943
606.0,112.0,0.356734
32.0,120.0,0.39063
749.0,126.0,0.373395
94.0,136.0,0.352402
33.0,145.0,0.419676
135.0,145.0,0.399293
890.0,144.0,0.404244
155.0,150.0,0.365112
181.0,153.0,0.355988
831.0,185.0,0.451308
660.0,186.0,0.457431
910.0,191.0,0.399677
994.0,196.0,0.365003
36.0,201.0,0.362372
176.0,200.0,0.40223
126.0,206.0,0.386077
827.0,211.0,0.372924
509.0,212.0,0.359405
932.0,219.0,0.35405
86.0,231.0,0.378087
230.0,243.0,0.355097
478.0,243.0,0.366302
839.0,249.0,0.399098
32.0,259.0,0.360025
58.0,273.0,0.372664
159.0,300.0,0.387757
700.0,305.0,0.36281
548.0,310.0,0.49365
205.0,310.0,0.376344
840.0,311.0,0.400095
480.0,321.0,0.377142
512.0,321.0,0.35981
121.0,332.0,0.46157
693.0,344.0,0.472963
437.0,349.0,0.408208
850.0,358.0,0.369309
735.0,359.0,0.40925
152.0,364.0,0.369376
28.0,371.0,0.376355
66.0,372.0,0.368647
450.0,378.0,0.50496
767.0,379.0,0.466967
173.0,382.0,0.370448
925.0,384.0,0.391083
600.0,392.0,0.356974
226.0,400.0,0.365215
646.0,409.0,0.376903
20.0,425.0,0.447736
998.0,431.0,0.430814
297.0,429.0,0.366359
969.0,431.0,0.38004
904.0,434.0,0.386323
230.0,446.0,0.351311
950.0,446.0,0.388789
777.0,450.0,0.36628
140.0,454.0,0.39484
40.0,462.0,0.36439
438.0,462.0,0.360846
665.0,477.0,0.375617
931.0,477.0,0.363362
446.0,478.0,0.35457
93.0,486.0,0.39738
669.0,490.0,0.385037
146.0,497.0,0.425617
254.0,494.0,0.373921
186.0,498.0,0.422845
926.0,498.0,0.401635
427.0,506.0,0.40653
466.0,503.0,0.367253
205.0,516.0,0.427007
514.0,514.0,0.412336
91.0,522.0,0.369741
673.0,523.0,0.38763
496.0,532.0,0.350423
139.0,534.0,0.383741
245.0,537.0,0.451978
589.0,536.0,0.37016
568.0,547.0,0.396361
424.0,550.0,0.432432
83.0,552.0,0.375293
169.0,553.0,0.371372
267.0,558.0,0.36792
831.0,558.0,0.373873
39.0,565.0,0.369756
106.0,578.0,0.354858
55.0,580.0,0.413788
236.0,582.0,0.35644
873.0,585.0,0.391162
911.0,590.0,0.424586
955.0,587.0,0.382079
525.0,593.0,0.474206
634.0,595.0,0.428979
132.0,598.0,0.518014
710.0,600.0,0.405732
776.0,603.0,0.397153
200.0,604.0,0.351913
603.0,605.0,0.391001
90.0,608.0,0.383839
542.0,613.0,0.375631
840.0,628.0,0.428186
185.0,628.0,0.36373
962.0,634.0,0.368941
89.0,637.0,0.373277
802.0,637.0,0.360053
711.0,644.0,0.477282
128.0,649.0,0.451191
279.0,648.0,0.425189
224.0,648.0,0.359472
176.0,652.0,0.366577
845.0,663.0,0.370048
158.0,668.0,0.353547
299.0,675.0,0.425912
569.0,677.0,0.378725
189.0,680.0,0.41284
787.0,680.0,0.37771
648.0,690.0,0.402952
89.0,700.0,0.456546
378.0,705.0,0.380712
19.0,709.0,0.430175
192.0,710.0,0.476876
798.0,708.0,0.357602
106.0,716.0,0.358092
936.0,727.0,0.446519
431.0,738.0,0.4307
991.0,742.0,0.373048
998.0,747.0,0.374909
105.0,751.0,0.400809
62.0,757.0,0.412952
190.0,754.0,0.361901
481.0,754.0,0.375669
489.0,755.0,0.36621
507.0,755.0,0.431699
1006.0,755.0,0.378457
279.0,759.0,0.380008
305.0,761.0,0.456892
532.0,762.0,0.355909
953.0,769.0,0.44842
558.0,772.0,0.361193
590.0,780.0,0.365248
902.0,788.0,0.351855
988.0,788.0,0.352778
430.0,791.0,0.382676
533.0,790.0,0.399543
919.0,799.0,0.4371
248.0,800.0,0.350058
390.0,802.0,0.35057
456.0,806.0,0.365614
85.0,816.0,0.383649
707.0,817.0,0.451798
959.0,817.0,0.357324
190.0,826.0,0.384389
138.0,830.0,0.405526
735.0,829.0,0.482678
293.0,833.0,0.412926
519.0,850.0,0.393486
759.0,850.0,0.390661
882.0,848.0,0.358761
76.0,852.0,0.362756
330.0,852.0,0.354658
715.0,857.0,0.467106
782.0,857.0,0.373209
526.0,858.0,0.370215
648.0,858.0,0.354949
907.0,865.0,0.4005
798.0,870.0,0.363547
108.0,884.0,0.363728
28.0,894.0,0.363818
755.0,896.0,0.381519
622.0,898.0,0.35567
366.0,906.0,0.380418
772.0,904.0,0.360326
669.0,907.0,0.355819
448.0,912.0,0.564567
951.0,910.0,0.366257
157.0,914.0,0.371813
423.0,914.0,0.361353
383.0,918.0,0.382338
693.0,923.0,0.397452
69.0,924.0,0.364953
379.0,928.0,0.357007
422.0,931.0,0.415882
278.0,941.0,0.369601
966.0,956.0,0.35113
766.0,960.0,0.358879
138.0,966.0,0.362589
183.0,971.0,0.405089
544.0,968.0,0.378629
338.0,970.0,0.353353
140.0,977.0,0.423748
34.0,982.0,0.370663
108.0,995.0,0.423553
174.0,990.0,0.381018
458.0,994.0,0.375652
358.0,1004.0,0.415324
468.0,446.0,0.414477
99.0,284.0,0.428708
347.0,647.0,0.460836
964.0,632.0,0.451611
924.0,712.0,0.563293
749.0,767.0,0.511051
803.0,611.0,0.598846
830.0,629.0,0.471118
869.0,628.0,0.381706
277.0,851.0,0.522082
912.0,913.0,0.376422
930.0,912.0,0.358206
753.0,712.0,0.530498
43.0,873.0,0.497309
129.0,22.0,0.451166
170.0,16.0,0.39983
610.0,18.0,0.414227
54.0,24.0,0.375549
580.0,24.0,0.393102
817.0,24.0,0.35883
926.0,29.0,0.502548
487.0,32.0,0.406925
468.0,41.0,0.472672
660.0,40.0,0.377218
288.0,42.0,0.363876
768.0,45.0,0.37953
446.0,47.0,0.445152
631.0,47.0,0.372326
394.0,57.0,0.360726
880.0,60.0,0.395438
707.0,67.0,0.439339
131.0,66.0,0.359994
194.0,66.0,0.391766
920.0,66.0,0.359722
297.0,68.0,0.372519
628.0,74.0,0.376527
894.0,72.0,0.35114
502.0,78.0,0.417579
24.0,78.0,0.413763
757.0,80.0,0.466976
722.0,79.0,0.378228
88.0,87.0,0.42809
528.0,99.0,0.432325
105.0,98.0,0.364708
280.0,98.0,0.351535
326.0,115.0,0.384024
810.0,119.0,0.454405
89.0,121.0,0.366756
967.0,122.0,0.384666
485.0,129.0,0.362396
391.0,130.0,0.363498
43.0,132.0,0.400405
820.0,132.0,0.351019
865.0,133.0,0.387046
258.0,141.0,0.461784
54.0,140.0,0.351631
888.0,148.0,0.388805
836.0,146.0,0.368722
716.0,154.0,0.363018
526.0,157.0,0.361187
445.0,161.0,0.421199
618.0,162.0,0.362408
856.0,166.0,0.395135
960.0,165.0,0.44198
382.0,164.0,0.360296
199.0,177.0,0.395527
670.0,177.0,0.425751
744.0,185.0,0.452243
472.0,183.0,0.365578
632.0,182.0,0.359141
489.0,195.0,0.43116
218.0,194.0,0.433719
37.0,194.0,0.397294
962.0,195.0,0.437805
693.0,201.0,0.373676
439.0,206.0,0.366507
972.0,212.0,0.40936
538.0,228.0,0.351789
799.0,232.0,0.444693
740.0,236.0,0.424242
565.0,240.0,0.379541
631.0,243.0,0.44779
657.0,259.0,0.40968
764.0,256.0,0.366888
523.0,258.0,0.358109
1000.0,262.0,0.351608
62.0,269.0,0.484177
914.0,276.0,0.506863
264.0,278.0,0.373574
832.0,282.0,0.434448
724.0,285.0,0.390424
991.0,286.0,0.370789
64.0,289.0,0.428813
728.0,304.0,0.455211
678.0,304.0,0.384407
619.0,308.0,0.352499
321.0,323.0,0.465046
856.0,320.0,0.355878
240.0,325.0,0.380517
627.0,332.0,0.366733
781.0,339.0,0.418473
946.0,344.0,0.371184
166.0,350.0,0.394983
676.0,364.0,0.350834
523.0,369.0,0.391793
824.0,367.0,0.37371
86.0,372.0,0.461323
484.0,376.0,0.403568
891.0,388.0,0.365409
583.0,402.0,0.374503
991.0,412.0,0.436081
184.0,407.0,0.354983
880.0,412.0,0.404085
162.0,409.0,0.380107
811.0,419.0,0.373481
610.0,426.0,0.433422
750.0,426.0,0.44827
634.0,430.0,0.389451
678.0,428.0,0.358066
341.0,438.0,0.378449
906.0,442.0,0.358789
385.0,446.0,0.359683
532.0,445.0,0.36587
760.0,449.0,0.362031
643.0,454.0,0.373659
176.0,456.0,0.380111
222.0,457.0,0.356095
865.0,462.0,0.447322
360.0,460.0,0.360799
981.0,464.0,0.415507
138.0,466.0,0.35024
798.0,478.0,0.406435
114.0,479.0,0.366108
868.0,478.0,0.389976
975.0,480.0,0.380577
264.0,497.0,0.44946
592.0,494.0,0.361626
890.0,496.0,0.390446
964.0,498.0,0.367546
822.0,500.0,0.395076
364.0,502.0,0.380668
672.0,506.0,0.396264
907.0,506.0,0.381624
295.0,512.0,0.404099
987.0,527.0,0.412138
352.0,528.0,0.353143
320.0,534.0,0.366935
732.0,537.0,0.392086
674.0,538.0,0.352027
973.0,548.0,0.440951
341.0,556.0,0.457852
635.0,552.0,0.37143
86.0,555.0,0.372246
811.0,558.0,0.46197
852.0,561.0,0.401103
538.0,560.0,0.359968
912.0,564.0,0.350419
964.0,568.0,0.417257
362.0,573.0,0.419378
401.0,578.0,0.408968
734.0,578.0,0.369022
649.0,584.0,0.451497
964.0,587.0,0.385132
411.0,590.0,0.401221
710.0,590.0,0.368972
990.0,590.0,0.396747
20.0,599.0,0.418235
128.0,599.0,0.358443
987.0,604.0,0.401078
150.0,618.0,0.442506
221.0,614.0,0.356936
547.0,629.0,0.522363
443.0,628.0,0.384375
996.0,627.0,0.359561
613.0,631.0,0.361142
322.0,634.0,0.383084
528.0,636.0,0.402891
247.0,638.0,0.388373
902.0,640.0,0.357557
457.0,643.0,0.392211
138.0,646.0,0.353617
328.0,646.0,0.370743
764.0,650.0,0.461793
142.0,652.0,0.359975
546.0,652.0,0.35007
558.0,657.0,0.381101
972.0,655.0,0.377009
588.0,657.0,0.389088
651.0,659.0,0.379145
160.0,664.0,0.451228
878.0,666.0,0.435606
253.0,668.0,0.403486
667.0,678.0,0.409145
201.0,678.0,0.406991
748.0,678.0,0.350189
118.0,697.0,0.403775
236.0,705.0,0.405182
882.0,709.0,0.417802
997.0,712.0,0.464109
56.0,712.0,0.352026
32.0,719.0,0.400361
130.0,716.0,0.366389
668.0,718.0,0.426447
199.0,720.0,0.415895
41.0,733.0,0.396517
265.0,734.0,0.399499
926.0,736.0,0.377781
691.0,743.0,0.429662
325.0,743.0,0.503309
563.0,746.0,0.398851
231.0,751.0,0.433732
966.0,758.0,0.413482
1006.0,756.0,0.438438
934.0,754.0,0.363393
838.0,763.0,0.439383
26.0,762.0,0.440747
371.0,764.0,0.370812
714.0,765.0,0.371025
412.0,770.0,0.358281
350.0,775.0,0.455464
604.0,777.0,0.424279
868.0,787.0,0.407827
901.0,786.0,0.362171
974.0,788.0,0.35053
656.0,793.0,0.420149
699.0,795.0,0.361347
876.0,794.0,0.352969
991.0,797.0,0.426569
800.0,796.0,0.372361
881.0,802.0,0.418816
80.0,802.0,0.358557
396.0,802.0,0.360693
633.0,807.0,0.416313
908.0,804.0,0.375299
899.0,805.0,0.390576
713.0,810.0,0.425219
52.0,813.0,0.377982
800.0,828.0,0.438806
1000.0,820.0,0.473557
107.0,824.0,0.37443
381.0,825.0,0.363873
224.0,827.0,0.37749
944.0,827.0,0.403668
854.0,829.0,0.408837
290.0,832.0,0.454784
977.0,841.0,0.419072
115.0,834.0,0.365192
768.0,832.0,0.350523
532.0,836.0,0.351168
574.0,843.0,0.379115
608.0,842.0,0.352913
687.0,843.0,0.379957
817.0,845.0,0.363654
124.0,846.0,0.357494
774.0,851.0,0.374245
358.0,850.0,0.357759
107.0,862.0,0.470068
436.0,860.0,0.358734
784.0,864.0,0.397592
344.0,866.0,0.353478
654.0,867.0,0.373085
290.0,870.0,0.362846
402.0,869.0,0.362746
356.0,886.0,0.438484
465.0,872.0,0.373718
701.0,876.0,0.365938
169.0,876.0,0.354972
512.0,877.0,0.3784
549.0,877.0,0.389247
118.0,881.0,0.419741
298.0,882.0,0.374058
411.0,883.0,0.390976
829.0,882.0,0.376063
741.0,890.0,0.439827
897.0,887.0,0.41719
124.0,891.0,0.413507
953.0,892.0,0.38246
851.0,900.0,0.488372
602.0,899.0,0.381809
882.0,904.0,0.355388
1000.0,904.0,0.350522
322.0,908.0,0.392621
509.0,912.0,0.409542
148.0,921.0,0.382371
194.0,922.0,0.355233
521.0,930.0,0.372776
485.0,936.0,0.512694
590.0,930.0,0.365483
738.0,933.0,0.357229
389.0,934.0,0.354506
413.0,935.0,0.353275
526.0,938.0,0.354206
715.0,943.0,0.619653
973.0,942.0,0.400845
457.0,942.0,0.370148
998.0,945.0,0.475306
418.0,944.0,0.350663
421.0,951.0,0.365733
919.0,953.0,0.411069
400.0,953.0,0.378704
570.0,956.0,0.368937
498.0,957.0,0.360997
681.0,957.0,0.420531
287.0,968.0,0.365461
614.0,971.0,0.360061
580.0,975.0,0.361719
45.0,976.0,0.390131
292.0,978.0,0.357532
448.0,977.0,0.369826
806.0,979.0,0.392109
837.0,981.0,0.403616
128.0,979.0,0.38596
524.0,979.0,0.364718
478.0,982.0,0.402121
391.0,990.0,0.439924
298.0,987.0,0.35766
898.0,992.0,0.391601
821.0,997.0,0.404627
61.0,1002.0,0.419021
107.0,998.0,0.40694
161.0,999.0,0.45357
303.0,997.0,0.389851
848.0,1003.0,0.393112
724.0,998.0,0.351084
248.0,1004.0,0.414541
498.0,1004.0,0.396661
114.0,1008.0,0.438617
628.0,1008.0,0.568607
906.0,1008.0,0.376679
705.0,154.0,0.41355
707.0,76.0,0.593229
877.0,106.0,0.429235
731.0,272.0,0.595046
413.0,347.0,0.59937
121.0,48.0,0.383276
378.0,109.0,0.728976
115.0,840.0,0.686747
958.0,831.0,0.658191
165.0,909.0,0.644375
391.0,937.0,0.473623
414.0,974.0,0.353222
961.0,889.0,0.695477
540.0,17.0,0.376176
495.0,27.0,0.49735
205.0,44.0,0.354115
34.0,51.0,0.38545
96.0,57.0,0.419148
679.0,60.0,0.483558
498.0,58.0,0.350696
30.0,64.0,0.350115
138.0,71.0,0.361001
358.0,71.0,0.364018
462.0,71.0,0.403792
796.0,71.0,0.368131
23.0,79.0,0.43801
606.0,77.0,0.386557
162.0,83.0,0.432152
269.0,102.0,0.480413
665.0,110.0,0.412324
117.0,111.0,0.398826
216.0,112.0,0.373183
56.0,117.0,0.373019
231.0,123.0,0.399177
716.0,127.0,0.376619
745.0,132.0,0.374401
752.0,134.0,0.354548
100.0,145.0,0.398966
220.0,143.0,0.35632
258.0,144.0,0.431068
362.0,142.0,0.351345
330.0,150.0,0.353303
114.0,159.0,0.39501
385.0,159.0,0.44505
877.0,156.0,0.371919
460.0,160.0,0.385758
